source,t_start,t_end,arp_rate,arp_req_reply_ratio,mac_entropy,unique_src_macs,unique_dst_macs,frame_len_mean,frame_len_std,frame_len_min,frame_len_max,broadcast_ratio,total_packets,label,reconstruction_error,is_anomaly,inferred_threat,severity,impact,frequency,priority_score
victima2,1781423583.374615,1781423583.378711,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.346888,1781423583.355172,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.02022,1781423584.026873,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.458872,1781423583.46563,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423581.832406,1781423581.838327,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.658389,1781423582.662784,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.280502,1781423583.325255,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.255461,1781423584.262254,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.16828,1781423582.175952,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.831486,1781423583.835304,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.27327,1781423582.284301,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.262267,1781423584.270697,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.332193,1781423583.335505,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.193313,1781423583.200136,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.326708,1781423583.32717,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.322411,1781423584.330221,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.523922,1781423583.531754,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.401002,1781423583.409332,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.727294,1781423582.73567,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.188786,1781423584.1978,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.144605,1781423583.149589,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.386192,1781423583.390228,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.865555,1781423583.871814,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.675417,1781423583.685782,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.111017,1781423583.120352,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.597784,1781423582.604345,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423581.920433,1781423581.923516,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423581.978535,1781423581.989091,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.591632,1781423583.598348,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.056352,1781423582.066458,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.222881,1781423584.230764,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.905427,1781423582.914695,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.759434,1781423582.769934,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.186858,1781423582.194233,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.477623,1781423583.481051,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.238062,1781423582.243124,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.356049,1781423582.371281,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.078911,1781423584.087179,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.081457,1781423583.08782,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.662793,1781423582.672318,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.034191,1781423584.038138,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.025895,1781423582.035374,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.118387,1781423584.124226,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.965226,1781423583.968809,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423581.929542,1781423581.933529,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.105919,1781423582.112811,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.311292,1781423584.318248,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.735678,1781423582.740068,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.31827,1781423584.322401,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.996894,1781423583.002448,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.914713,1781423582.918166,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.71257,1781423583.719688,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423584.065717,1781423584.073945,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.955657,1781423583.959212,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.974703,1781423582.988157,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423583.862358,1781423583.865546,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,1.0,1.0
victima2,1781423582.811637,1781423582.823824,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,0.9,0.97
victima2,1781423583.670976,1781423583.67541,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,0.8,0.94
victima2,1781423584.054681,1781423584.05842,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,0.7,0.9099999999999999
victima2,1781423582.650032,1781423582.658381,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,0.6,0.8799999999999999
victima2,1781423583.544191,1781423583.548551,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,0.5,0.8500000000000001
victima2,1781423584.349734,1781423644.185873,0.08,0.99999950000025,2.6487585765390267,27,27,71.52,22.75279323511731,42,98,0.0,50,normal,0.35311624,True,mac_flood,1.0,1.0,0.5,0.8500000000000001
victima2,1781423549.908276,1781423581.800777,0.04,0.999999000001,2.6487585765390262,27,27,73.76,22.491385017379432,42,98,0.0,50,normal,0.34726188,True,mac_flood,1.0,1.0,0.4,0.8200000000000001
victima2,1781423583.722961,1781423583.729045,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood,1.203988,True,mac_flood,1.0,1.0,0.4,0.8200000000000001
victima2,1781423429.637478,1781423500.903596,0.58,0.0,0.9709374454215404,3,2,65.52,27.639276401526867,42,98,0.0,50,arp_spoof,1.3954835,True,arp_spoof,1.0,0.9,0.3,0.77
victima2,1781425072.722683,1781425096.748563,1.0,0.9599999616000016,0.6929389195380611,2,2,49.83673469387755,7.998333853985888,42,58,0.4897959083715121,49,arp_recon,9.469594,True,arp_spoof,1.0,0.9,0.3,0.77
victima2,1781423329.626738,1781423427.636951,1.0,0.0,0.0,1,1,42.0,0.0,42,42,0.0,50,arp_spoof,4.351082,True,arp_spoof,1.0,0.9,0.2,0.7400000000000001
victima2,1781425047.696271,1781425072.722627,1.0,0.9999999600000016,0.6931471805599453,2,2,50.0,8.0,42,58,0.4999999900000002,50,arp_recon,9.636671,True,arp_spoof,1.0,0.9,0.2,0.7400000000000001
victima2,1781424955.002276,1781425047.696217,1.0,50000000.0,0.0,1,1,58.0,0.0,58,58,0.9999999800000005,50,arp_recon,251.73944,True,arp_recon,1.0,0.6,0.1,0.65
victima2,1781424617.390436,1781424655.944925,0.08,0.99999950000025,0.6923469670899615,2,3,65.68,49.55378492103303,42,314,0.0199999996,50,normal,0.14257397,True,unknown,1.0,0.5,0.1,0.63
victima2,1781423188.866703,1781423327.626634,0.22,0.099999990000001,1.0395302482421924,3,2,85.68,23.19779299847293,42,98,0.0,50,arp_spoof,0.17982714,True,unknown,1.0,0.5,0.1,0.63
